ticker,sector,composite_z,composite_rank,composite_pct,ai_score,ai_rated_at,value_quality_score,value_rank,growth_score,growth_rank,exclusion_reason
MBWM,Financials,0.1023,1023,58.56,,,,,,,
MC,Financials,0.5569,195,92.13,,,,,,,
MCB,Financials,-0.099,1607,34.87,,,,,,,
MCD,Consumer Discretionary,-0.583,2245,9.0,,,,,,,
MCHB,Financials,-0.3766,2082,15.61,,,,,,,
MCHP,Information Technology,0.0905,1062,56.97,,,,,,,
MCK,Industrials,-0.5088,2194,11.07,,,,,,,
MCO,,0.6709,120,95.17,,,,,,,
MCRI,Consumer Discretionary,0.5088,232,90.63,,,,,,,
MCS,Communication Services,0.4955,239,90.35,,,,,,,
MCY,Financials,0.3902,358,85.52,,,,,,,
MD,Health Care,0.2144,716,71.01,,,,,,,
MDA,Industrials,,,,,,,,,,insufficient_history
MDB,Information Technology,0.2393,650,73.68,,,,,,,
MDGL,Health Care,-0.3516,2056,16.67,,,,,,,
MDLN,Health Care,,,,,,,,,,new_issue
MDLZ,Consumer Staples,-0.05,1469,40.47,,,,,,,
MDT,Health Care,-0.189,1810,26.64,,,,,,,
MDU,Materials,-0.0235,1404,43.11,,,,,,,
MEC,Industrials,-0.1674,1768,28.35,,,,,,,
MEDP,Health Care,0.8778,53,97.89,70.0,2026-08-10T22:39:39.247748+00:00,0.9539,22,0.0191,756,
MEI,Information Technology,-0.0195,1390,43.67,,,,,,,
MELI,,0.0419,1200,51.38,,,,,,,
MEOH,Materials,0.544,203,91.81,,,,,,,
MET,Financials,-0.0026,1333,45.99,,,,,,,
META,Information Technology,-0.165,1761,28.63,,,,,,,
METC,Energy,-0.9907,2397,2.84,,,,,,,
MFA,Real Estate,0.1079,1009,59.12,,,,,,,
MFC,Financials,0.3997,339,86.29,,,,,,,
MFG,Financials,0.5382,209,91.57,,,,,,,
MGA,Consumer Discretionary,0.3163,486,80.33,,,,,,,
MGEE,Utilities,0.1476,883,64.23,,,,,,,
MGM,Consumer Discretionary,0.2422,643,73.97,,,,,,,
MGNI,Information Technology,-0.0551,1485,39.82,,,,,,,
MGRC,,-0.0605,1504,39.05,,,,,,,
MGTX,Health Care,-0.7764,2341,5.11,55.0,2026-08-14T21:07:11.563974+00:00,,,4.8612,10,
MGY,Energy,1.1305,20,99.23,52.0,2026-08-10T22:37:34.068723+00:00,1.4214,6,,,
MHK,Consumer Discretionary,0.0007,1319,46.55,,,,,,,
MHO,Industrials,-0.2799,1966,20.32,,,,,,,
MICC,Consumer Staples,,,,,,,,,,new_issue
MIDD,Industrials,0.0336,1225,50.36,,,,,,,
MIR,Health Care,-0.176,1789,27.49,,,,,,,
MIRM,Health Care,0.7333,96,96.15,,,,,,,
MITK,Information Technology,0.461,280,88.69,,,,,,,
MKC,Consumer Staples,-0.4288,2122,13.99,,,,,,,
MKL,Financials,0.091,1060,57.06,,,,,,,
MKSI,Industrials,0.4374,308,87.55,,,,,,,
MKTX,Financials,-0.2711,1949,21.01,,,,,,,
MLAB,Industrials,0.116,982,60.22,,,,,,,
MLI,Materials,-0.2342,1894,23.24,,,,,,,
MLKN,Consumer Discretionary,0.1932,774,68.65,,,,,,,
MLM,Materials,-0.2345,1895,23.2,,,,,,,
MLTX,Health Care,-0.9644,2392,3.04,,,,,,,
MLYS,Health Care,-0.6046,2261,8.35,,,,,,,
MMED,Health Care,,,,,,,,,,new_issue
MMM,Health Care,0.4019,334,86.5,,,,,,,
MMS,,0.0678,1128,54.3,,,,,,,
MMSI,Health Care,0.0131,1286,47.89,,,,,,,
MMYT,Industrials,-1.2365,2436,1.26,,,,,,,
MNDY,Information Technology,-0.1635,1759,28.71,,,,,,,
MNPR,Health Care,-0.4471,2137,13.38,,,,,,,
MNRO,,-0.0112,1364,44.73,,,,,,,
MNST,Consumer Staples,0.7687,81,96.76,,,,,,,
MO,Consumer Staples,-0.6133,2267,8.11,,,,,,,
MOD,Consumer Discretionary,0.0163,1277,48.26,,,,,,,
MOG-A,Industrials,0.7417,90,96.39,,,,,,,
MOH,Financials,-0.3642,2067,16.22,,,,,,,
MORN,Financials,0.1536,866,64.92,,,,,,,
MOS,Materials,-0.6269,2276,7.75,,,,,,,
MOV,,0.5936,164,93.39,,,,,,,
MP,Materials,-0.5734,2240,9.21,,,,,,,
MPB,Financials,0.2083,731,70.4,,,,,,,
MPC,Energy,0.7353,93,96.27,,,,,,,
MPLT,Health Care,,,,,,,,,,new_issue
MPTI,Information Technology,-0.7994,2349,4.79,,,,,,,
MPWR,Information Technology,0.3443,434,82.44,,,,,,,
MQ,Information Technology,0.0155,1281,48.09,,,,,,,
MRAM,Information Technology,0.0687,1123,54.5,,,,,,,
MRCY,Information Technology,0.0772,1101,55.39,,,,,,,
MRK,Health Care,0.0844,1078,56.33,,,,,,,
MRNA,Health Care,0.2892,538,78.22,,,,,,,
MRSH,Financials,-0.4174,2115,14.27,,,,,,,
MRTN,Industrials,-0.0037,1340,45.7,,,,,,,
MRVI,Health Care,0.6747,118,95.26,,,,,,,
MRVL,Information Technology,0.0895,1064,56.89,,,,,,,
MRX,Financials,0.9918,38,98.5,,,,,,,
MS,Financials,0.3402,444,82.04,,,,,,,
MSA,Health Care,0.381,375,84.83,,,,,,,
MSCI,,-0.0703,1526,38.16,,,,,,,
MSDL,,-0.3324,2034,17.56,,,,,,,
MSEX,Utilities,0.1079,1010,59.08,,,,,,,
MSFT,Information Technology,0.1716,830,66.38,,,,,,,
MSGE,Consumer Discretionary,1.0428,28,98.91,,,,,,,
MSGS,Consumer Discretionary,0.0714,1115,54.83,,,,,,,
MSI,Information Technology,0.1427,900,63.54,,,,,,,
MSM,Industrials,0.2399,648,73.76,,,,,,,
MSTR,Financials,-0.2737,1955,20.76,,,,,,,
MT,Materials,1.5018,13,99.51,,,,,,,
MTB,Financials,0.2044,745,69.83,,,,,,,
MTCH,Information Technology,-0.0322,1430,42.05,,,,,,,
MTD,Health Care,0.7655,82,96.72,53.0,2026-08-10T22:38:49.050064+00:00,1.0639,13,0.4439,258,
MTDR,Energy,0.4455,300,87.88,,,,,,,
MTG,Financials,0.2142,718,70.92,,,,,,,
MTH,Industrials,-0.0998,1609,34.79,,,,,,,
MTN,Consumer Discretionary,-0.2057,1839,25.47,,,,,,,
MTRN,Industrials,0.3005,515,79.16,,,,,,,
MTSI,Information Technology,0.1768,814,67.03,,,,,,,
MTUS,Materials,-0.1376,1700,31.1,,,,,,,
MTX,Materials,-0.343,2046,17.07,,,,,,,
MTZ,Industrials,0.3568,411,83.37,,,,,,,
MU,Information Technology,0.9037,50,98.01,77.0,2026-08-10T22:37:28.839197+00:00,1.4622,5,2.292,29,
MUFG,Financials,0.3559,413,83.29,,,,,,,
MUR,Energy,0.6065,154,93.8,,,,,,,
MUSA,Consumer Discretionary,0.7141,103,95.86,,,,,,,
MUX,Materials,-0.0302,1425,42.25,,,,,,,
MWA,Industrials,0.1913,778,68.49,,,,,,,
MWH,Industrials,,,,,,,,,,new_issue
MXL,Information Technology,0.8016,69,97.24,,,,,,,
MYE,Materials,0.4487,294,88.12,,,,,,,
MYRG,Industrials,0.4243,318,87.15,,,,,,,
MZTI,Consumer Staples,-0.2325,1888,23.48,,,,,,,
NAD,,-0.2734,1954,20.8,,,,,,,
NAMS,Health Care,-0.2141,1855,24.82,,,,,,,
NAT,Industrials,0.2384,651,73.64,,,,,,,
NATL,Information Technology,0.1469,887,64.07,,,,,,,
NAVI,Financials,-0.3691,2075,15.9,,,,,,,
NAVN,Information Technology,,,,,,,,,,new_issue
NBBK,Financials,0.0716,1112,54.95,,,,,,,
NBHC,Financials,-0.431,2124,13.91,,,,,,,
NBIS,Information Technology,,,,70.0,2026-08-10T22:40:46.528854+00:00,,,2.7368,20,
NBIX,Health Care,-0.001,1325,46.31,,,,,,,
NBR,Energy,0.895,52,97.93,,,,,,,
NBTB,Financials,0.3285,464,81.22,,,,,,,
NCLH,Industrials,0.2741,567,77.05,,,,,,,
NCNO,Information Technology,0.2316,668,72.95,,,,,,,
NDAQ,Financials,0.0193,1269,48.58,,,,,,,
NDSN,Industrials,0.254,614,75.14,,,,,,,
NE,Energy,0.0883,1069,56.69,,,,,,,
NEA,,-0.2979,1983,19.63,,,,,,,
NEE,Utilities,0.1386,919,62.77,,,,,,,
NEM,Materials,0.2509,623,74.78,,,,,,,
NEO,Industrials,-0.112,1641,33.5,,,,,,,
NEOG,Health Care,0.105,1020,58.68,,,,,,,
NESR,Energy,0.8963,51,97.97,,,,,,,
NET,Information Technology,-0.2447,1913,22.47,,,,,,,
NEU,Materials,0.1904,779,68.45,,,,,,,
NEXA,Materials,2.6439,3,99.92,,,,,,,
NEXT,Utilities,-0.4718,2158,12.53,,,,,,,
NFG,Utilities,-0.6821,2303,6.65,,,,,,,
NFLX,Communication Services,-0.4726,2160,12.45,,,,,,,
NG,Materials,-0.3769,2083,15.57,,,,,,,
NGNE,Health Care,-0.3874,2091,15.25,,,,,,,
NGVT,Materials,0.7335,95,96.19,,,,,,,
NHC,Health Care,0.4544,288,88.36,,,,,,,
NHI,Real Estate,0.2518,617,75.02,,,,,,,
NHP,Real Estate,,,,,,,,,,new_issue
NI,Utilities,-0.236,1898,23.07,,,,,,,
NIC,Financials,-0.3236,2021,18.09,,,,,,,
NJR,Utilities,0.1669,840,65.98,,,,,,,
NKE,Materials,-0.323,2020,18.13,,,,,,,
NKTR,Health Care,-0.8932,2376,3.69,,,,,,,
NLY,Real Estate,0.2075,735,70.24,,,,,,,
NMIH,Financials,0.3671,394,84.06,,,,,,,
NMRK,Real Estate,0.1158,984,60.14,,,,,,,
NMZ,,-0.318,2011,18.49,,,,,,,
NN,Industrials,-0.2376,1899,23.03,,,,,,,
NNE,Utilities,-1.1319,2422,1.82,,,,,,,
NNI,Financials,-0.4275,2121,14.03,,,,,,,
NNN,Real Estate,-0.0864,1567,36.5,,,,,,,
NOC,Industrials,-0.0841,1562,36.7,,,,,,,
NOG,Energy,0.0217,1256,49.11,,,,,,,
NOMD,Consumer Staples,-0.7491,2330,5.56,,,,,,,
NOV,Industrials,0.0233,1249,49.39,,,,,,,
NOVT,Industrials,-0.1078,1628,34.02,,,,,,,
NOW,Information Technology,-0.338,2042,17.23,,,,,,,
NP,Financials,,,,,,,,,,new_issue
NPK,Industrials,-0.4811,2172,11.96,,,,,,,
NPKI,,0.0887,1067,56.77,,,,,,,
NPO,Materials,-0.0442,1458,40.92,,,,,,,
NRDS,Information Technology,0.5247,219,91.16,,,,,,,
NRG,Utilities,-0.3759,2079,15.73,,,,,,,
NRIX,Health Care,-0.3528,2057,16.63,,,,,,,
NSA,Real Estate,,,,,,,,,,new_issue
NSC,Industrials,-0.0161,1379,44.12,,,,,,,
NSIT,Consumer Discretionary,-0.0128,1372,44.4,,,,,,,
NSP,,-0.074,1538,37.67,,,,,,,
NSSC,Information Technology,-0.3265,2024,17.96,,,,,,,
NTAP,Information Technology,0.5374,210,91.52,,,,,,,
NTB,Financials,0.2369,654,73.52,,,,,,,
NTCT,Information Technology,0.1698,831,66.34,,,,,,,
NTGR,Information Technology,-0.3116,1999,18.98,,,,,,,
NTLA,Health Care,-0.6259,2273,7.87,,,,,,,
NTNX,Information Technology,-0.0601,1503,39.09,,,,,,,
NTR,Materials,-0.0544,1483,39.9,,,,,,,
NTRA,Health Care,0.1165,981,60.26,,,,,,,
NTRS,Financials,0.1027,1022,58.6,,,,,,,
NTSK,Information Technology,,,,,,,,,,new_issue
NTST,Real Estate,-0.1567,1744,29.32,,,,,,,
NU,Financials,-0.4804,2170,12.04,,,,,,,
NUCL,Materials,,,,,,,,,,new_issue
NUE,Materials,0.3025,509,79.4,,,,,,,
NUTX,,0.8347,64,97.45,,,,,,,
NUVB,Health Care,-0.1986,1825,26.03,,,,,,,
NVAX,Health Care,0.4451,301,87.83,,,,,,,
NVCR,Health Care,0.2015,755,69.42,,,,,,,
NVDA,Information Technology,-0.5775,2244,9.04,,,,,,,
NVEC,Information Technology,0.4578,283,88.56,,,,,,,
NVG,,-0.2328,1889,23.44,,,,,,,
NVGS,Industrials,0.515,225,90.92,,,,,,,
NVMI,Industrials,-0.2655,1942,21.29,,,,,,,
NVO,Health Care,-0.5528,2231,9.57,,,,,,,
NVR,Industrials,-0.2594,1931,21.74,,,,,,,
NVRI,Utilities,-0.1508,1728,29.97,,,,,,,
NVS,Health Care,0.0339,1224,50.41,,,,,,,
NVST,Health Care,-0.0112,1365,44.69,,,,,,,
NVT,Industrials,0.1427,901,63.5,,,,,,,
NVTS,Information Technology,-0.7525,2333,5.43,,,,,,,
NWBI,Financials,0.0087,1297,47.45,,,,,,,
NWE,Utilities,-0.0155,1378,44.16,,,,,,,
NWL,Materials,-0.235,1896,23.15,,,,,,,
NWN,Utilities,-0.0033,1337,45.82,,,,,,,
NWPX,Materials,0.7449,88,96.47,,,,,,,
NWS,Communication Services,-0.1008,1611,34.71,,,,,,,
NWSA,Communication Services,-0.083,1560,36.78,,,,,,,
NX,Materials,-0.5071,2193,11.11,,,,,,,
NXE,Materials,0.0351,1219,50.61,,,,,,,
NXG,,0.1289,948,61.6,,,,,,,
NXPI,Information Technology,0.2643,590,76.12,,,,,,,
NXRT,Real Estate,-0.3236,2022,18.05,,,,,,,
NXST,Communication Services,-0.2714,1951,20.92,,,,,,,
NXT,Information Technology,-0.0071,1351,45.26,,,,,,,
NYT,Communication Services,0.3434,439,82.24,,,,,,,
NZF,,-0.2798,1965,20.36,,,,,,,
O,Real Estate,0.0987,1035,58.07,,,,,,,
OBDC,,0.0375,1211,50.93,,,,,,,
OBE,Energy,0.6828,114,95.42,,,,,,,
OBK,Financials,0.3064,500,79.76,,,,,,,
OC,Materials,-0.0396,1442,41.57,,,,,,,
OCFC,Financials,-0.7783,2342,5.07,,,,,,,
OCSL,,-0.1542,1738,29.56,,,,,,,
OCTV,Information Technology,,,,,,,,,,insufficient_history
OCUL,Health Care,-0.7355,2326,5.72,,,,,,,
ODC,Consumer Discretionary,0.2272,678,72.55,,,,,,,
ODD,Consumer Staples,-1.3405,2443,0.97,,,,,,,
ODFL,Industrials,0.1875,792,67.92,,,,,,,
ODTX,Health Care,,,,,,,,,,new_issue
OFG,Financials,0.3864,361,85.4,,,,,,,
OFRM,Consumer Staples,,,,,,,,,,new_issue
OGC,Materials,0.3016,511,79.32,,,,,,,
OGE,Utilities,-0.0638,1514,38.65,,,,,,,
OGN,Health Care,0.1412,904,63.38,,,,,,,
OGS,Utilities,0.1573,857,65.29,,,,,,,
OHI,Real Estate,0.4532,291,88.24,,,,,,,
OI,Materials,-1.1622,2424,1.74,,,,,,,
OII,Energy,0.513,228,90.79,,,,,,,
OIS,Industrials,-0.0286,1422,42.38,,,,,,,
OKE,Utilities,0.1035,1021,58.64,,,,,,,
OKLO,Utilities,-1.3886,2447,0.81,,,,,,,
OKTA,Information Technology,0.358,410,83.41,,,,,,,
OLED,Information Technology,-0.2628,1940,21.37,,,,,,,
OLLI,Consumer Discretionary,0.0682,1125,54.42,,,,,,,
OLMA,Health Care,-0.584,2246,8.96,,,,,,,
OLN,Materials,-0.3533,2058,16.59,,,,,,,
OMC,Communication Services,-0.4541,2143,13.14,,,,,,,
OMCL,Information Technology,0.3285,465,81.18,,,,,,,
OMER,Health Care,-0.4574,2145,13.06,,,,,,,
OMF,Financials,0.3145,489,80.21,,,,,,,
ON,Information Technology,0.1856,795,67.8,,,,,,,
ONB,Financials,0.0689,1121,54.58,,,,,,,
ONDS,Information Technology,-1.2268,2435,1.3,52.0,2026-08-14T21:07:20.215569+00:00,,,2.7606,19,
ONON,Materials,-0.7724,2339,5.19,,,,,,,
ONT,Industrials,-0.3134,2004,18.78,,,,,,,
ONTO,Health Care,0.111,1002,59.41,,,,,,,
OOMA,Information Technology,0.0947,1046,57.62,,,,,,,
OPCH,Health Care,-0.111,1639,33.58,,,,,,,
OPFI,Financials,,,,63.0,2026-08-11T22:37:39.703170+00:00,0.9681,20,,,
OPLN,Consumer Discretionary,0.1515,873,64.64,,,,,,,
OPY,Financials,-0.0988,1606,34.91,,,,,,,
OR,Materials,-0.4787,2166,12.21,,,,,,,
ORA,Utilities,-0.2148,1856,24.78,,,,,,,
ORC,Real Estate,-0.3762,2080,15.69,,,,,,,
ORCL,Information Technology,-0.1369,1696,31.27,,,,,,,
ORI,Financials,0.216,712,71.17,,,,,,,
ORIC,Health Care,-0.3127,2002,18.86,,,,,,,
ORKA,Health Care,-0.5038,2189,11.27,,,,,,,
ORLA,Materials,,,,,,,,,,insufficient_history
ORLY,Consumer Discretionary,-0.7171,2318,6.04,,,,,,,
OSBC,Financials,0.0444,1190,51.78,,,,,,,
OSCR,Financials,0.9771,40,98.42,,,,,,,
OSIS,Information Technology,0.1247,965,60.91,,,,,,,
OSK,Consumer Discretionary,0.0508,1172,52.51,,,,,,,
OSPN,Information Technology,-0.0579,1498,39.29,,,,,,,
OSS,Information Technology,-0.6964,2308,6.45,,,,,,,
OSW,Consumer Discretionary,-0.0059,1348,45.38,,,,,,,
OTEX,Information Technology,0.1475,884,64.19,,,,,,,
OTIS,Industrials,-0.1739,1784,27.7,,,,,,,
OTTR,Utilities,-0.3604,2063,16.38,,,,,,,
OUST,Industrials,-0.4782,2165,12.25,,,,,,,
OUT,Real Estate,0.2827,553,77.62,,,,,,,
OVV,Energy,0.5113,230,90.71,,,,,,,
OWL,Financials,0.2372,653,73.56,,,,,,,
OXLC,,-1.0431,2409,2.35,,,,,,,
OXM,Consumer Discretionary,-0.2337,1891,23.36,,,,,,,
OXY,Energy,0.468,272,89.01,,,,,,,
OZK,,-0.4683,2155,12.65,,,,,,,
P,Information Technology,0.2401,647,73.8,,,,,,,
PAAS,Materials,0.1301,944,61.76,,,,,,,
PAC,Industrials,-0.629,2279,7.62,,,,,,,
PACS,Health Care,0.8535,60,97.61,,,,,,,
PAG,Consumer Discretionary,0.0188,1272,48.46,,,,,,,
PAGP,Industrials,0.4735,263,89.38,,,,,,,
PAGS,Information Technology,-0.1793,1795,27.25,,,,,,,
PAHC,Health Care,-0.0793,1548,37.27,,,,,,,
PAM,Utilities,0.1224,970,60.71,,,,,,,
PANW,Information Technology,-0.3348,2035,17.52,,,,,,,
PAR,Information Technology,-0.502,2188,11.31,,,,,,,
PARR,Energy,0.7812,77,96.92,,,,,,,
PATH,Information Technology,-0.0226,1401,43.23,,,,,,,
PATK,Consumer Discretionary,-0.0586,1501,39.17,,,,,,,
PAX,Financials,-0.7279,2324,5.8,,,,,,,
PAY,,0.4755,259,89.54,,,,,,,
PAYC,Information Technology,0.1825,799,67.64,,,,,,,
PAYO,,-0.3011,1986,19.51,,,,,,,
PAYX,Industrials,0.3072,498,79.85,,,,,,,
PB,Financials,0.0638,1137,53.93,,,,,,,
PBA,Energy,0.1772,813,67.07,,,,,,,
PBF,Energy,0.6765,116,95.34,,,,,,,
PBH,Health Care,-0.5254,2207,10.54,,,,,,,
PBI,Information Technology,0.2657,583,76.4,,,,,,,
PBLS,Health Care,,,,,,,,,,new_issue
PBR,Energy,0.5079,233,90.59,,,,,,,
PCAR,Consumer Discretionary,0.0792,1096,55.6,,,,,,,
PCG,Utilities,0.1052,1019,58.72,,,,,,,
PCOR,Information Technology,0.2131,720,70.84,,,,,,,
PCRX,Health Care,0.2002,758,69.3,,,,,,,
PCT,Materials,-1.175,2429,1.54,,,,,,,
PCTY,Information Technology,0.2083,730,70.44,,,,,,,
PCVX,Health Care,-0.4607,2149,12.9,,,,,,,
PD,Information Technology,0.0955,1044,57.7,,,,,,,
PDFS,Information Technology,0.2291,673,72.75,,,,,,,
PDI,,-0.5516,2230,9.61,,,,,,,
PDM,Real Estate,-0.2428,1910,22.59,,,,,,,
PDO,,-0.3662,2072,16.02,,,,,,,
PDS,Energy,0.119,977,60.42,,,,,,,
PDYN,Information Technology,-0.9254,2382,3.45,,,,,,,
PEB,Real Estate,0.097,1040,57.87,,,,,,,
PEBO,Financials,0.2309,670,72.87,,,,,,,
PECO,Real Estate,0.3563,412,83.33,,,,,,,
PEG,Utilities,-0.1517,1731,29.85,,,,,,,
PEGA,Information Technology,0.2082,732,70.36,,,,,,,
PEN,Health Care,-0.0955,1595,35.36,,,,,,,
PENG,Information Technology,0.3131,491,80.13,,,,,,,
PENN,Consumer Discretionary,-0.7368,2327,5.68,,,,,,,
PEP,Consumer Staples,0.3058,502,79.68,,,,,,,
PESI,Utilities,-0.3772,2084,15.53,,,,,,,
PFE,Health Care,-0.1788,1792,27.37,,,,,,,
PFG,Financials,0.1357,925,62.53,,,,,,,
PFGC,Industrials,-0.1683,1771,28.22,,,,,,,
PFLT,,-0.2579,1930,21.78,,,,,,,
PFS,Financials,0.0833,1082,56.16,,,,,,,
PFSI,Financials,-0.5423,2223,9.89,,,,,,,
PG,Consumer Staples,-0.0441,1457,40.96,,,,,,,
PGC,Financials,0.3692,391,84.18,,,,,,,
PGEN,Health Care,-0.5392,2220,10.02,,,,,,,
PGNY,Health Care,0.7116,104,95.82,,,,,,,
PGR,Financials,0.1173,979,60.34,,,,,,,
PGY,Financials,-0.1468,1721,30.25,,,,,,,
PH,Industrials,0.0342,1223,50.45,,,,,,,
PHAT,Health Care,-0.0053,1347,45.42,,,,,,,
PHG,Health Care,-0.4764,2163,12.33,,,,,,,
PHIN,Consumer Discretionary,0.0691,1120,54.62,,,,,,,
PHM,Industrials,-0.2055,1837,25.55,,,,,,,
PHR,,-0.1916,1814,26.48,,,,,,,
PHVS,Health Care,0.2731,570,76.93,,,,,,,
PI,Information Technology,0.0267,1242,49.68,,,,,,,
PICS,Financials,,,,,,,,,,new_issue
PII,Industrials,-0.2394,1906,22.75,,,,,,,
PINS,Information Technology,0.1555,860,65.17,,,,,,,
PIPR,Financials,-0.0721,1530,38.0,,,,,,,
PJT,Financials,0.8309,66,97.36,,,,,,,
PK,Consumer Discretionary,0.0315,1228,50.24,,,,,,,
PKE,Industrials,0.1436,896,63.71,,,,,,,
PKG,Materials,-0.1167,1650,33.13,,,,,,,
PL,Information Technology,-0.1651,1763,28.55,,,,,,,
PLAB,Information Technology,0.3467,427,82.73,,,,,,,
PLAY,Consumer Discretionary,-1.0359,2406,2.47,,,,,,,
PLD,Real Estate,0.1059,1015,58.88,,,,,,,
PLGO,Financials,-0.0434,1456,41.0,,,,,,,
PLMR,Financials,0.0806,1089,55.88,,,,,,,
PLNT,Consumer Discretionary,-0.409,2107,14.6,,,,,,,
PLOW,Industrials,0.0054,1306,47.08,,,,,,,
PLPC,Industrials,0.3262,470,80.98,,,,,,,
PLSE,Health Care,0.1251,962,61.03,,,,,,,
PLTR,Information Technology,0.0263,1243,49.64,,,,,,,
PLUS,Industrials,-0.2393,1905,22.79,,,,,,,
PLXS,Information Technology,-0.0232,1402,43.19,,,,,,,
PM,Consumer Staples,-0.5442,2224,9.85,,,,,,,
PMT,Real Estate,-0.219,1863,24.49,,,,,,,
PNC,Financials,0.3797,378,84.71,,,,,,,
PNFP,Financials,-0.1659,1765,28.47,,,,,,,
PNR,Industrials,-0.0404,1447,41.36,,,,,,,
PNRG,Energy,0.586,172,93.07,,,,,,,
PNTG,Health Care,0.2229,693,71.94,,,,,,,
PNW,Utilities,-0.1412,1707,30.82,,,,,,,
PODD,Health Care,0.0199,1266,48.7,,,,,,,
POET,Information Technology,-0.0518,1478,40.11,,,,,,,
POOL,Industrials,-0.1541,1737,29.6,,,,,,,
POR,Utilities,0.0425,1198,51.46,,,,,,,
POST,Consumer Staples,-0.1371,1697,31.22,,,,,,,
POWI,Information Technology,0.2507,625,74.7,,,,,,,
POWL,Industrials,0.0202,1265,48.74,,,,,,,
PPC,Consumer Staples,-0.2211,1865,24.41,,,,,,,
PPG,Materials,0.0115,1289,47.77,,,,,,,
PPL,Utilities,0.1866,794,67.84,,,,,,,
PPLI,Information Technology,0.0373,1212,50.89,,,,,,,
PPTA,Materials,-0.8827,2373,3.81,,,,,,,
PR,Energy,0.6146,147,94.08,,,,,,,
PRAA,Financials,-0.8176,2357,4.46,,,,,,,
PRAX,Health Care,-0.4032,2102,14.8,57.0,2026-08-11T22:38:13.909945+00:00,0.5112,129,2.5309,25,
PRCH,Information Technology,0.4275,313,87.35,,,,,,,
PRCT,Health Care,-0.6715,2296,6.93,,,,,,,
PRDO,,0.1886,787,68.13,,,,,,,
PRG,,0.1019,1025,58.48,,,,,,,
PRGO,Health Care,-0.5404,2221,9.98,,,,,,,
PRGS,Information Technology,0.1694,833,66.26,,,,,,,
PRI,Financials,0.1541,864,65.0,,,,,,,
PRIM,Industrials,-0.5178,2202,10.75,,,,,,,
PRK,Financials,-0.0186,1388,43.76,,,,,,,
PRKS,Consumer Discretionary,-0.042,1452,41.16,,,,,,,
PRLB,Industrials,0.3027,508,79.44,,,,,,,
PRM,Materials,-0.3132,2003,18.82,,,,,,,
PRMB,Consumer Staples,-0.1216,1667,32.44,,,,,,,
PRSU,Consumer Discretionary,0.1586,852,65.49,,,,,,,
PRU,Financials,0.1337,935,62.12,,,,,,,
PRVA,Health Care,0.1345,930,62.33,,,,,,,
PS,Financials,,,,,,,,,,new_issue
PSA,Real Estate,0.2343,659,73.32,,,,,,,
PSIX,Industrials,-0.3501,2053,16.79,,,,,,,
PSKY,Communication Services,-0.2171,1860,24.61,,,,,,,
PSMT,Consumer Discretionary,0.3122,493,80.05,,,,,,,
PSN,Information Technology,-0.2299,1880,23.8,,,,,,,
PSNL,Health Care,-0.1054,1623,34.23,,,,,,,
PSO,Communication Services,-0.1158,1649,33.17,,,,,,,
PSTL,Real Estate,0.0547,1160,53.0,,,,,,,
PSUS,,,,,,,,,,,new_issue
PSX,Energy,0.4797,253,89.78,,,,,,,
PTC,Information Technology,-0.208,1843,25.3,,,,,,,
PTCT,Health Care,-0.0708,1528,38.08,,,,,,,
PTEN,Energy,0.3023,510,79.36,,,,,,,
PTGX,Health Care,0.3732,387,84.35,,,,,,,
PTON,Consumer Discretionary,0.1306,941,61.88,,,,,,,
PTRN,Consumer Discretionary,,,,,,,,,,new_issue
PTY,,-0.6001,2258,8.48,,,,,,,
PUBM,Information Technology,0.3806,376,84.79,,,,,,,
PUK,Financials,-0.0806,1554,37.02,,,,,,,
PUMP,Energy,0.0251,1245,49.55,,,,,,,
PURR,Financials,,,,,,,,,,new_issue
PVH,Consumer Discretionary,0.0893,1066,56.81,,,,,,,
PVLA,Health Care,-0.6257,2272,7.91,,,,,,,
PWP,Financials,-0.1541,1736,29.64,,,,,,,
PWR,Industrials,0.4414,304,87.71,,,,,,,
PXED,,,,,,,,,,,new_issue
PYPL,,-0.0047,1345,45.5,,,,,,,
PZZA,Consumer Discretionary,-0.0894,1578,36.05,,,,,,,
Q,Information Technology,,,,,,,,,,insufficient_history
QBTS,Information Technology,-0.0398,1445,41.44,,,,,,,
QCOM,Information Technology,0.5009,236,90.47,,,,,,,
QCRH,Financials,0.4694,269,89.13,,,,,,,
QDEL,Health Care,-0.7428,2328,5.64,,,,,,,
QGEN,Health Care,-0.0732,1536,37.75,,,,,,,
QLYS,Information Technology,0.4993,237,90.43,,,,,,,
QMCO,Information Technology,0.5744,180,92.74,,,,,,,
QNST,,-0.1098,1636,33.7,,,,,,,
QNT,Information Technology,,,,,,,,,,new_issue
QRVO,Information Technology,0.2018,752,69.55,,,,,,,
QS,Industrials,-0.5362,2215,10.22,,,,,,,
QSR,Consumer Discretionary,0.3797,379,84.67,,,,,,,
QTTB,Health Care,0.1681,837,66.1,,,,,,,
QTWO,Information Technology,0.3702,389,84.27,,,,,,,
QUBT,Information Technology,-1.1269,2420,1.91,27.0,2026-08-11T22:37:59.553669+00:00,,,3.2506,11,
QUIK,Information Technology,0.7497,87,96.51,,,,,,,
QURE,Health Care,-0.4333,2126,13.83,,,,,,,
QXO,Industrials,-0.4957,2184,11.48,,,,,,,
